Node_ID,Cluster_ID
402015,3
402355,3
402589,3
406311,3
406363,3
409776,3
412427,3
414314,3
414540,3
414776,3
416046,3
417209,3
417316,3
424791,3
425911,3
428653,3
431772,3
434209,3
434211,3
435053,3
435886,3
437198,3
444732,3
450512,3
456802,3
457101,3
459030,3
462633,3
466081,3
468843,3
470539,3
472952,3
477748,3
479591,3
482571,3
485623,3
486222,3
487467,3
487946,3
490694,3
490831,3
490842,3
491871,3
492650,3
498019,3
500307,3
501663,3
504938,3
508228,3
513101,3
513171,3
516057,3
518905,3
521512,3
522316,3
525483,3
525909,3
528648,3
528833,3
529096,3
530142,3
531343,3
532304,3
532423,3
532756,3
533212,3
536663,3
537406,3
538067,3
539203,3
539294,3
539458,3
540670,3
541089,3
542123,3
542185,3
542194,3
542196,3
542197,3
542310,3
542517,3
542878,3
543022,3
543172,3
543174,3
544084,3
544123,3
544172,3
544196,3
544285,3
544397,3
544455,3
544461,3
544492,3
544493,3
544494,3
544497,3
544498,3
544503,3
544505,3
544549,3
544680,3
544688,3
544832,3
544859,3
544924,3
544948,3
544968,3
545007,3
545027,3
545055,3
545169,3
545236,3
545244,3
545294,3
545405,3
545454,3
545472,3
545512,3
545610,3
545631,3
545638,3
545737,3
545740,3
545747,3
545766,3
545810,3
545870,3
545899,3
545911,3
545938,3
545962,3
546010,3
546028,3
546030,3
546099,3
546101,3
546103,3
546124,3
546141,3
546246,3
546258,3
546300,3
546304,3
546326,3
546419,3
546497,3
546558,3
546645,3
546663,3
546681,3
546759,3
546838,3
546842,3
546858,3
546861,3
546896,3
546915,3
546974,3
547040,3
547061,3
547069,3
547149,3
547171,3
547203,3
547239,3
547337,3
547400,3
547435,3
547556,3
547701,3
547736,3
547770,3
547779,3
547801,3
547862,3
547864,3
547865,3
547943,3
547974,3
548006,3
548025,3
548193,3
548213,3
548264,3
548304,3
548371,3
548401,3
548431,3
59,4
2359,4
2715,4
12340,4
18232,4
18914,4
19205,4
20572,4
21098,4
22506,4
28313,4
30925,4
33716,4
36857,4
40170,4
42084,4
43275,4
46443,4
51813,4
53821,4
59463,4
59464,4
59799,4
62258,4
62469,4
65303,4
67378,4
72641,4
74196,4
74222,4
75422,4
82235,4
83939,4
84976,4
88570,4
91063,4
91155,4
92301,4
92303,4
93047,4
93767,4
96590,4
98282,4
101845,4
102488,4
104094,4
108098,4
108499,4
108908,4
109410,4
110760,4
113179,4
114376,4
117069,4
124624,4
126867,4
127576,4
132744,4
136200,4
136202,4
136203,4
136206,4
136207,4
137068,4
139452,4
143327,4
144206,4
149559,4
152086,4
153000,4
156754,4
157505,4
157984,4
159467,4
159600,4
160798,4
163033,4
164285,4
164828,4
167598,4
168575,4
171280,4
175918,4
177730,4
179052,4
182211,4
182212,4
182969,4
183520,4
188039,4
194736,4
195266,4
200236,4
210456,4
210528,4
211269,4
211697,4
211834,4
218678,4
219722,4
223212,4
223300,4
226083,4
226999,4
232127,4
233468,4
234663,4
235268,4
235338,4
235383,4
235535,4
235787,4
237776,4
238139,4
240443,4
243110,4
251641,4
252950,4
253928,4
255997,4
256564,4
256566,4
256567,4
257577,4
257621,4
258346,4
259623,4
260605,4
262789,4
263955,4
264142,4
267510,4
277265,4
277271,4
279677,4
280389,4
281887,4
281988,4
282758,4
283321,4
286134,4
286750,4
287418,4
288462,4
292189,4
299584,4
308201,4
319026,4
320614,4
320895,4
323076,4
323288,4
327691,4
330459,4
330937,4
330963,4
334909,4
335509,4
339301,4
340052,4
342436,4
345918,4
346553,4
347241,4
348128,4
348700,4
353931,4
356608,4
366359,4
370004,4
375506,4
379410,4
388447,4
388463,4
403646,4
404637,4
407059,4
409035,4
412430,4
413008,4
417871,4
422631,4
426465,4
427833,4
428873,4
435994,4
443821,4
444841,4
450718,4
451797,4
452872,4
455055,4
457508,4
463361,4
469642,4
471256,4
475727,4
476522,4
476806,4
479485,4
480784,4
481089,4
481190,4
481267,4
487327,4
489574,4
490270,4
493042,4
494410,4
495359,4
496874,4
498447,4
500246,4
501161,4
501902,4
502805,4
504416,4
508033,4
511993,4
516165,4
520026,4
522415,4
525006,4
525968,4
526695,4
527527,4
529337,4
529739,4
530654,4
531181,4
537110,4
537670,4
537960,4
539257,4
539746,4
542268,4
542966,4
543232,4
543552,4
543553,4
544160,4
544574,4
545038,4
545039,4
545514,4
545519,4
546048,4
546133,4
546566,4
546814,4
546848,4
547115,4
547320,4
547645,4
547698,4
547702,4
548074,4
548109,4
548350,4
548452,4
34796,5
54303,5
84130,5
133123,5
145950,5
153665,5
185793,5
185985,5
188556,5
200872,5
207219,5
209466,5
240222,5
250869,5
340498,5
392898,5
445386,5
6631,6
21346,6
21347,6
22287,6
23360,6
30119,6
42038,6
44874,6
57137,6
69628,6
75461,6
78816,6
84413,6
88959,6
97745,6
99247,6
100427,6
110834,6
129607,6
139320,6
140264,6
146757,6
155597,6
158131,6
165632,6
166622,6
168602,6
171261,6
172773,6
175097,6
177367,6
181420,6
202188,6
202190,6
202191,6
204115,6
207490,6
211970,6
230418,6
233740,6
241510,6
247799,6
258682,6
265010,6
284458,6
321019,6
326493,6
327694,6
358280,6
367419,6
387109,6
407298,6
455381,6
455958,6
464335,6
472912,6
481930,6
486511,6
488834,6
493809,6
530049,6
535511,6
536576,6
543309,6
543900,6
544377,6
545256,6
545367,6
545818,6
546887,6
547133,6
547164,6
547473,6
547576,6
547839,6
547982,6
21,7
1631,7
4473,7
8398,7
12262,7
12654,7
15278,7
15288,7
17723,7
18076,7
20330,7
21350,7
22331,7
26052,7
27211,7
28289,7
28359,7
29966,7
35264,7
40394,7
41528,7
43911,7
44149,7
44180,7
45682,7
46007,7
49228,7
49446,7
50332,7
52782,7
55971,7
58327,7
58965,7
60539,7
61922,7
67739,7
69079,7
71190,7
72454,7
73824,7
76900,7
81928,7
83565,7
86193,7
87455,7
87458,7
88749,7
90065,7
90443,7
93339,7
95926,7
96553,7
97413,7
97520,7
97816,7
97974,7
98591,7
99709,7
101545,7
103545,7
103594,7
108427,7
108490,7
109968,7
111760,7
113395,7
114560,7
114681,7
114899,7
115206,7
118142,7
122698,7
123625,7
124984,7
131405,7
137219,7
137542,7
139005,7
140257,7
140889,7
141926,7
142515,7
152087,7
152106,7
152109,7
152183,7
152399,7
155711,7
156197,7
157391,7
160680,7
161811,7
162125,7
162260,7
162398,7
166829,7
167231,7
167459,7
167468,7
170056,7
170462,7
176615,7
178994,7
179626,7
179994,7
185087,7
187974,7
191137,7
195776,7
197005,7
198895,7
200636,7
202200,7
205491,7
208249,7
208377,7
208436,7
208593,7
210080,7
210924,7
210925,7
210926,7
210929,7
210930,7
212257,7
212270,7
214182,7
215610,7
215612,7
216572,7
216871,7
217068,7
217507,7
217967,7
218822,7
219744,7
224716,7
226179,7
226231,7
227570,7
227969,7
229702,7
233078,7
234603,7
234869,7
236174,7
237452,7
240575,7
241924,7
242293,7
245564,7
246068,7
247250,7
247278,7
247825,7
248589,7
250219,7
250221,7
250222,7
250882,7
250896,7
250898,7
251580,7
251900,7
254647,7
260373,7
260639,7
260967,7
260971,7
260972,7
262217,7
265804,7
266304,7
266995,7
270903,7
271159,7
274741,7
274744,7
276502,7
276663,7
276664,7
276961,7
277539,7
277949,7
278894,7
280921,7
285063,7
285935,7
293760,7
297444,7
297881,7
301995,7
302178,7
304609,7
304620,7
313171,7
314571,7
316990,7
319239,7
320969,7
322734,7
327215,7
331967,7
332165,7
333202,7
333654,7
333844,7
340707,7
344891,7
348193,7
351014,7
351430,7
354953,7
357879,7
360369,7
362194,7
363362,7
363426,7
364164,7
373072,7
376337,7
382416,7
383898,7
384038,7
385667,7
396205,7
396257,7
405802,7
406560,7
410119,7
410879,7
410880,7
410909,7
411217,7
415310,7
421307,7
428603,7
432573,7
434925,7
437547,7
437609,7
440499,7
442340,7
443140,7
445033,7
446280,7
450344,7
450349,7
451118,7
453554,7
455426,7
455445,7
455446,7
457773,7
458337,7
460248,7
465119,7
467115,7
470228,7
472567,7
475508,7
479491,7
483681,7
485888,7
486506,7
488323,7
488709,7
497426,7
500288,7
503318,7
504465,7
505568,7
507390,7
510176,7
510435,7
512125,7
516006,7
516540,7
518759,7
518767,7
519655,7
519820,7
522977,7
527819,7
528052,7
528460,7
530924,7
532406,7
533770,7
538669,7
539872,7
540785,7
541903,7
542324,7
542345,7
542824,7
543409,7
544010,7
544079,7
544166,7
544336,7
544375,7
544376,7
544387,7
544530,7
544531,7
544532,7
544537,7
544541,7
544689,7
544695,7
544764,7
544971,7
544990,7
545158,7
545179,7
545218,7
545304,7
545341,7
545370,7
545401,7
545501,7
545557,7
545575,7
545702,7
545733,7
545778,7
545847,7
545862,7
545885,7
545989,7
545990,7
545992,7
546008,7
546146,7
546172,7
546205,7
546214,7
546250,7
546297,7
546348,7
546366,7
546410,7
546428,7
546440,7
546597,7
546864,7
546894,7
547065,7
547083,7
547112,7
547117,7
547190,7
547191,7
547192,7
547193,7
547206,7
547300,7
547331,7
547379,7
547432,7
547461,7
547492,7
547517,7
547589,7
547616,7
547644,7
547680,7
547684,7
547720,7
547722,7
547758,7
547811,7
547813,7
547827,7
548132,7
548133,7
548136,7
548186,7
548191,7
548339,7
548384,7
548387,7
548394,7
548402,7
548403,7
548441,7
548442,7
6098,8
32789,8
34946,8
47587,8
63053,8
69253,8
72251,8
108402,8
132753,8
153872,8
160017,8
171460,8
188580,8
225605,8
235412,8
258372,8
275125,8
285288,8
315531,8
329349,8
343366,8
344243,8
357079,8
363278,8
369967,8
408834,8
428295,8
432852,8
442498,8
463593,8
469874,8
476815,8
478121,8
487820,8
527951,8
544535,8
545868,8
546090,8
547513,8
548123,8
548405,8
254,9
2058,9
5463,9
7805,9
8329,9
9886,9
10626,9
11627,9
12328,9
14397,9
14530,9
14700,9
17730,9
21526,9
22059,9
24296,9
28586,9
28821,9
31821,9
32928,9
34192,9
43733,9
53609,9
54618,9
55711,9
56844,9
59448,9
61269,9
62107,9
71277,9
76358,9
76359,9
76361,9
76891,9
78899,9
81269,9
89356,9
89906,9
90098,9
90597,9
101489,9
101995,9
105814,9
107788,9
112563,9
115257,9
116687,9
120000,9
121206,9
121218,9
122419,9
125290,9
127562,9
130900,9
131062,9
131417,9
132566,9
135455,9
137061,9
137082,9
138425,9
149534,9
154153,9
154955,9
155323,9
156050,9
157245,9
158024,9
159436,9
163161,9
169703,9
175055,9
178759,9
186000,9
192496,9
194208,9
194244,9
194245,9
209114,9
211357,9
212261,9
216268,9
217536,9
220379,9
229404,9
229409,9
234132,9
234481,9
238792,9
241220,9
241636,9
249826,9
256283,9
261657,9
263733,9
263906,9
265676,9
265712,9
265818,9
268577,9
273250,9
281335,9
283985,9
301371,9
310267,9
325628,9
331915,9
335902,9
336912,9
346669,9
348006,9
349979,9
351206,9
369005,9
371130,9
380802,9
383799,9
384922,9
391272,9
391703,9
392854,9
401438,9
405471,9
409051,9
410939,9
419199,9
423667,9
424283,9
426817,9
439226,9
443318,9
450685,9
452740,9
461504,9
461856,9
472372,9
481358,9
481568,9
481572,9
498622,9
507863,9
519975,9
524432,9
536331,9
539999,9
540191,9
542520,9
542762,9
542800,9
544115,9
544268,9
544301,9
544580,9
544651,9
544671,9
544983,9
545019,9
545023,9
545334,9
545350,9
545525,9
545780,9
545841,9
545901,9
545958,9
546106,9
546238,9
546438,9
546450,9
546475,9
546549,9
546836,9
546912,9
547200,9
547242,9
547325,9
547483,9
547522,9
547594,9
547595,9
547635,9
547859,9
547963,9
548179,9
548318,9
548414,9
439,10
1488,10
2555,10
2685,10
3382,10
3430,10
3858,10
4152,10
7352,10
8028,10
8216,10
8952,10
9486,10
11960,10
12661,10
13323,10
13409,10
14523,10
16408,10
17900,10
17968,10
18704,10
19022,10
20302,10
22888,10
22891,10
23081,10
24206,10
25200,10
25208,10
25614,10
29543,10
29581,10
29695,10
30735,10
31786,10
32305,10
33648,10
34032,10
34144,10
34809,10
35512,10
36461,10
36762,10
38207,10
38782,10
39397,10
39438,10
41541,10
41873,10
42179,10
42484,10
42491,10
44995,10
49611,10
52655,10
53175,10
53413,10
54329,10
54379,10
57822,10
58627,10
59831,10
59854,10
60013,10
61675,10
62184,10
63174,10
65494,10
65680,10
66406,10
66440,10
67837,10
68725,10
68730,10
70659,10
71043,10
71489,10
71842,10
71874,10
75359,10
76425,10
77513,10
78295,10
79221,10
80043,10
83300,10
83475,10
83940,10
84303,10
84354,10
85352,10
85527,10
85649,10
85702,10
86820,10
88031,10
88099,10
90236,10
90301,10
91797,10
93209,10
93299,10
93645,10
94011,10
95525,10
96076,10
97001,10
98756,10
99305,10
101504,10
101831,10
102592,10
104887,10
105972,10
106823,10
109378,10
109556,10
111451,10
111655,10
111662,10
114911,10
117661,10
118170,10
118513,10
118835,10
118888,10
119157,10
119665,10
121489,10
121614,10
121866,10
121946,10
122108,10
122357,10
122867,10
123144,10
125584,10
127714,10
129398,10
130331,10
130801,10
131465,10
131724,10
131863,10
133644,10
134593,10
140329,10
140633,10
140999,10
141243,10
141450,10
144681,10
145964,10
150075,10
153344,10
154265,10
156852,10
157686,10
158139,10
159687,10
160251,10
161634,10
162318,10
162411,10
162518,10
162603,10
165974,10
168360,10
171033,10
171944,10
174051,10
174197,10
174901,10
175247,10
175579,10
176281,10
177879,10
178596,10
179087,10
179474,10
180058,10
180061,10
180340,10
181055,10
181579,10
183554,10
183678,10
184323,10
185255,10
185482,10
185664,10
185965,10
186591,10
186686,10
188114,10
188664,10
189493,10
190429,10
190533,10
191466,10
193980,10
196903,10
197473,10
197489,10
199442,10
199628,10
199675,10
199960,10
200492,10
200864,10
201433,10
206020,10
206324,10
207519,10
207877,10
210291,10
211438,10
211556,10
212528,10
215146,10
215573,10
215649,10
216486,10
216520,10
216703,10
220776,10
223793,10
224429,10
224746,10
226182,10
226847,10
230628,10
231100,10
231389,10
231564,10
232426,10
233074,10
236400,10
236517,10
238001,10
238359,10
238738,10
239388,10
241423,10
244614,10
244822,10
245207,10
246172,10
247296,10
249094,10
249546,10
250793,10
251550,10
254083,10
257740,10
258492,10
260334,10
261311,10
261381,10
261727,10
263665,10
263696,10
265382,10
265399,10
268278,10
268626,10
269109,10
269785,10
274727,10
274740,10
277817,10
278540,10
279064,10
280771,10
282321,10
282838,10
283280,10
283527,10
283759,10
284708,10
286486,10
289251,10
291980,10
292076,10
292179,10
294543,10
297154,10
297727,10
298435,10
298884,10
302548,10
302692,10
306077,10
309354,10
311840,10
312189,10
316992,10
317053,10
317453,10
317546,10
318332,10
318608,10
318947,10
319420,10
319548,10
322954,10
323967,10
324316,10
324498,10
327360,10
327524,10
328825,10
328855,10
329848,10
329853,10
329968,10
330426,10
332628,10
332882,10
333041,10
333104,10
335836,10
336610,10
337345,10
338759,10
339077,10
340004,10
340205,10
340732,10
341098,10
341570,10
341571,10
342170,10
342257,10
342369,10
344156,10
344409,10
347515,10
349051,10
349753,10
350002,10
356761,10
358211,10
358358,10
359553,10
359644,10
360002,10
361002,10
361528,10
363862,10
364395,10
364822,10
367068,10
368369,10
370100,10
371203,10
371660,10
373231,10
373432,10
373822,10
374920,10
374983,10
375621,10
376245,10
377312,10
377530,10
377795,10
378103,10
380706,10
381707,10
382012,10
382890,10
384706,10
387213,10
388387,10
388404,10
388461,10
388982,10
390503,10
391401,10
393244,10
394337,10
395368,10
395711,10
396432,10
398001,10
399271,10
400255,10
400429,10
401288,10
404436,10
404460,10
408527,10
410043,10
410229,10
410864,10
410885,10
414809,10
415282,10
415377,10
415888,10
416750,10
417042,10
419422,10
419667,10
421266,10
423323,10
425162,10
425575,10
427013,10
428024,10
429840,10
433385,10
435268,10
435341,10
435966,10
439127,10
439531,10
441811,10
441845,10
442204,10
443086,10
444676,10
446048,10
446977,10
447010,10
447609,10
447760,10
448103,10
448125,10
449014,10
449619,10
452921,10
457313,10
457919,10
459395,10
460612,10
462063,10
463526,10
463539,10
464732,10
465172,10
465185,10
466257,10
467095,10
468854,10
469143,10
469664,10
469684,10
472844,10
474446,10
474532,10
475190,10
475340,10
476277,10
476301,10
477555,10
477605,10
477961,10
478328,10
479078,10
480254,10
480444,10
480771,10
481033,10
481048,10
481142,10
483051,10
483586,10
484398,10
485087,10
486572,10
487949,10
488141,10
489227,10
491612,10
492093,10
492463,10
492513,10
494466,10
494480,10
497213,10
497533,10
498108,10
500133,10
500523,10
502096,10
503093,10
503698,10
503920,10
505694,10
509134,10
509349,10
509926,10
511513,10
511890,10
516043,10
518812,10
518819,10
519547,10
519657,10
520420,10
520569,10
520633,10
523434,10
524511,10
525890,10
526233,10
526471,10
526543,10
526587,10
528826,10
528902,10
531871,10
532098,10
533197,10
534635,10
535618,10
535862,10
536520,10
537111,10
537380,10
537519,10
538232,10
539528,10
541576,10
544307,10
546406,10
546642,10
1362,11
2288,11
4388,11
5929,11
8565,11
9995,11
10092,11
12628,11
13255,11
14384,11
18994,11
21898,11
23028,11
23039,11
23201,11
27774,11
33891,11
36818,11
40490,11
43094,11
56204,11
56836,11
58596,11
58678,11
59715,11
60190,11
60192,11
60197,11
61331,11
61372,11
65311,11
66690,11
67238,11
80898,11
82879,11
87723,11
89780,11
98113,11
99154,11
101364,11
101629,11
104219,11
105348,11
105350,11
105351,11
108551,11
111628,11
111634,11
113120,11
114415,11
114830,11
116714,11
118900,11
119053,11
121138,11
121139,11
121140,11
121749,11
123716,11
127138,11
130882,11
131102,11
131690,11
133459,11
136547,11
138252,11
142693,11
142858,11
149270,11
157500,11
162250,11
163132,11
163138,11
163139,11
163141,11
163148,11
170116,11
171339,11
171520,11
172366,11
172374,11
172377,11
172379,11
172494,11
172503,11
180746,11
183961,11
186147,11
187351,11
188437,11
194403,11
195191,11
205180,11
208428,11
215575,11
217798,11
221213,11
227905,11
228483,11
228835,11
228839,11
237881,11
238193,11
239441,11
239879,11
241928,11
243484,11
243845,11
253880,11
256946,11
259162,11
260307,11
262701,11
262781,11
271473,11
272838,11
273086,11
274719,11
275834,11
279540,11
281998,11
282473,11
284461,11
284463,11
284467,11
284472,11
285399,11
286012,11
288146,11
298104,11
300214,11
301062,11
303105,11
310402,11
310657,11
312678,11
313516,11
315563,11
315565,11
316784,11
318278,11
327229,11
329738,11
330488,11
334337,11
338218,11
338500,11
338752,11
341078,11
342311,11
343942,11
350237,11
350622,11
352367,11
354612,11
356720,11
370743,11
372996,11
382916,11
384942,11
389979,11
405109,11
413815,11
413821,11
417732,11
417886,11
421518,11
426360,11
429072,11
430660,11
436775,11
464798,11
473576,11
476993,11
481649,11
485320,11
485499,11
487444,11
489416,11
490098,11
490122,11
492828,11
493612,11
501375,11
516549,11
518462,11
520153,11
531055,11
531328,11
532751,11
534143,11
536084,11
538460,11
539000,11
539456,11
541162,11
543284,11
544250,11
544288,11
544572,11
544603,11
545015,11
545047,11
545288,11
545482,11
545724,11
546056,11
546139,11
546183,11
546226,11
546283,11
546284,11
546325,11
546431,11
546478,11
546539,11
546540,11
546552,11
546674,11
546676,11
546766,11
546953,11
547060,11
547333,11
547335,11
547339,11
547463,11
547549,11
547553,11
547700,11
547738,11
548067,11
548169,11
3997,12
4569,12
64160,12
73972,12
86166,12
127165,12
127166,12
127173,12
127747,12
134298,12
138056,12
286061,12
298195,12
408640,12
431288,12
476957,12
534981,12
536836,12
542471,12
547764,12
548307,12
3293,13
9640,13
12403,13
12785,13
15908,13
17276,13
19640,13
21302,13
22235,13
29491,13
29934,13
31218,13
33194,13
33195,13
38600,13
42060,13
55536,13
56439,13
56444,13
56446,13
56447,13
56676,13
59474,13
60740,13
61447,13
69654,13
74555,13
76201,13
76203,13
82579,13
86701,13
88156,13
89389,13
93344,13
94427,13
96587,13
96772,13
100250,13
102715,13
102817,13
104076,13
108580,13
110764,13
112010,13
113130,13
113184,13
115262,13
117522,13
117570,13
119904,13
120021,13
121128,13
121202,13
124703,13
129042,13
133312,13
133702,13
134180,13
136247,13
137887,13
137929,13
147088,13
147090,13
149546,13
149549,13
152591,13
158023,13
159606,13
161227,13
167120,13
174123,13
176022,13
179640,13
180854,13
183675,13
186182,13
187152,13
187997,13
190282,13
194372,13
199665,13
208254,13
210912,13
210914,13
210915,13
211176,13
213127,13
214042,13
220904,13
222646,13
224848,13
228469,13
229410,13
233054,13
234658,13
234903,13
235481,13
238137,13
238140,13
238141,13
238143,13
238144,13
238711,13
240422,13
246070,13
246352,13
251471,13
254006,13
256386,13
259825,13
259845,13
260246,13
262512,13
266572,13
268061,13
273256,13
273475,13
275557,13
277045,13
277172,13
277253,13
278892,13
283928,13
284524,13
287293,13
289460,13
293174,13
293605,13
299833,13
301022,13
312586,13
312746,13
315923,13
316565,13
317970,13
318646,13
324729,13
327158,13
335631,13
337104,13
337486,13
338630,13
344878,13
345262,13
347079,13
349608,13
355042,13
355276,13
355444,13
356820,13
359030,13
360847,13
361590,13
361758,13
365603,13
384167,13
385569,13
387307,13
397849,13
400716,13
400726,13
400727,13
403339,13
405834,13
409673,13
420393,13
422021,13
425592,13
431319,13
431534,13
432246,13
442906,13
453053,13
457961,13
460270,13
461361,13
463652,13
464739,13
473274,13
475721,13
476505,13
481834,13
482402,13
484176,13
491047,13
498098,13
501126,13
508482,13
509465,13
511312,13
511519,13
512701,13
513209,13
514711,13
520421,13
522901,13
525233,13
531864,13
532839,13
537961,13
539358,13
540747,13
542416,13
542812,13
542968,13
544051,13
544061,13
544547,13
544548,13
544551,13
545581,13
545835,13
546356,13
546357,13
546423,13
546492,13
546752,13
546813,13
546863,13
546989,13
548030,13
548470,13
3376,14
12044,14
16481,14
17233,14
24650,14
26017,14
26116,14
27590,14
30519,14
32926,14
37524,14
42537,14
50524,14
50823,14
52990,14
54878,14
56310,14
57914,14
58978,14
59616,14
61470,14
65724,14
68023,14
72629,14
73840,14
75108,14
76568,14
77076,14
87506,14
89846,14
95392,14
97719,14
99397,14
101538,14
102176,14
102553,14
119098,14
124699,14
127699,14
129102,14
131570,14
131644,14
134294,14
135480,14
139082,14
139769,14
142760,14
144840,14
145365,14
148957,14
149342,14
153390,14
155356,14
161835,14
163808,14
175999,14
178268,14
178374,14
183012,14
195369,14
197735,14
203524,14
205660,14
210420,14
216299,14
224367,14
229415,14
229424,14
237740,14
242899,14
243866,14
244597,14
246572,14
246998,14
247193,14
249672,14
254074,14
257687,14
262716,14
264597,14
264978,14
265630,14
269512,14
271585,14
279705,14
283923,14
284584,14
284592,14
